,0,1
220,0.330051749945,1
221,0.354194998741,1
222,0.00961262453347,0
223,0.00555492471904,0
224,0.0240125842392,0
225,0.00297794188373,0
226,0.119072988629,1
227,0.000167176884133,0
228,0.674495816231,1
229,1.64863747654e-10,0
230,0.602090477943,1
231,0.0104335844517,0
232,0.0213072299957,0
233,0.0707668140531,0
234,0.674495816231,1
235,0.674495816231,1
236,0.0418186150491,0
237,0.0194218549877,0
238,0.674495816231,1
239,0.0282006599009,0
